id,length (px),length (um)
0,25.142135623730933,4.274163056034259
1,4.414213562373095,0.7504163056034262
2,8.656854249492381,1.471665222413705
3,3.8284271247461907,0.6508326112068524
4,5.828427124746191,0.9908326112068525
5,24.72792206135784,4.203746750430834
6,13.899494936611658,2.362914139223982
7,16.07106781186547,2.73208152801713
8,9.65685424949238,1.6416652224137047
9,25.55634918610403,4.3445793616376855
10,4.2426406871192865,0.7212489168102788
11,6.2426406871192865,1.0612489168102788
12,20.071067811865465,3.4120815280171293
13,59.87005768508888,10.177909806465111
14,7.2426406871192865,1.2312489168102787
15,8.656854249492381,1.471665222413705
16,10.48528137423857,1.782497833620557
17,11.656854249492378,1.9816652224137044
18,10.485281374238568,1.7824978336205566
19,28.45584412271568,4.837493500861665
20,3.828427124746191,0.6508326112068525
21,14.828427124746188,2.520832611206852
22,10.242640687119282,1.741248916810278
23,7.656854249492382,1.301665222413705
24,8.82842712474619,1.5008326112068524
25,22.72792206135784,3.8637467504308334
26,12.89949493661166,2.192914139223982
27,25.384776310850214,4.315411972844537
28,15.656854249492376,2.661665222413704
29,10.65685424949238,1.8116652224137046
30,9.242640687119287,1.571248916810279
31,12.89949493661166,2.192914139223982
32,13.485281374238566,2.2924978336205566
33,18.071067811865472,3.0720815280171303
34,9.828427124746192,1.6708326112068528
