id,length (px),length (um)
0,9.82842712474619,1.6708326112068523
1,6.828427124746191,1.1608326112068525
2,27.071067811865465,4.60208152801713
3,4.828427124746191,0.8208326112068525
4,3.8284271247461907,0.6508326112068524
5,16.24264068711928,2.761248916810278
6,4.2426406871192865,0.7212489168102788
7,12.485281374238566,2.122497833620556
8,2.8284271247461907,0.48083261120685244
9,16.899494936611656,2.872914139223982
10,5.828427124746191,0.9908326112068525
11,14.727922061357846,2.503746750430834
12,16.727922061357845,2.843746750430834
13,11.071067811865472,1.8820815280171304
14,18.071067811865465,3.0720815280171294
15,65.4974746830585,11.134570696119946
16,52.38477631085027,8.905411972844547
17,8.485281374238573,1.4424978336205576
18,10.071067811865476,1.7120815280171309
19,8.071067811865477,1.3720815280171312
20,20.31370849898475,3.4533304448274076
21,14.485281374238564,2.462497833620556
22,38.4558441227157,6.53749350086167
23,18.31370849898475,3.1133304448274077
24,37.899494936611646,6.44291413922398
25,5.2426406871192865,0.8912489168102787
26,7.2426406871192865,1.2312489168102787
27,9.071067811865476,1.542081528017131
28,27.798989873223306,4.725828278447962
29,6.2426406871192865,1.0612489168102788
30,8.071067811865477,1.3720815280171312
31,14.313708498984754,2.4333304448274085
32,14.071067811865472,2.3920815280171306
