id,length (px),length (um),img
0,9.82842712474619,1.6708326112068523,1
1,6.828427124746191,1.1608326112068525,1
2,27.071067811865465,4.60208152801713,1
3,4.828427124746191,0.8208326112068525,1
4,3.8284271247461907,0.6508326112068524,1
5,16.24264068711928,2.761248916810278,1
6,4.2426406871192865,0.7212489168102788,1
7,12.485281374238566,2.122497833620556,1
8,2.8284271247461907,0.48083261120685244,1
9,16.899494936611656,2.872914139223982,1
10,5.828427124746191,0.9908326112068525,1
11,14.727922061357846,2.503746750430834,1
12,16.727922061357845,2.843746750430834,1
13,11.071067811865472,1.8820815280171304,1
14,18.071067811865465,3.0720815280171294,1
15,65.4974746830585,11.134570696119946,1
16,52.38477631085027,8.905411972844547,1
17,8.485281374238573,1.4424978336205576,1
18,10.071067811865476,1.7120815280171309,1
19,8.071067811865477,1.3720815280171312,1
20,20.31370849898475,3.4533304448274076,1
21,14.485281374238564,2.462497833620556,1
22,38.4558441227157,6.53749350086167,1
23,18.31370849898475,3.1133304448274077,1
24,37.899494936611646,6.44291413922398,1
25,5.2426406871192865,0.8912489168102787,1
26,7.2426406871192865,1.2312489168102787,1
27,9.071067811865476,1.542081528017131,1
28,27.798989873223306,4.725828278447962,1
29,6.2426406871192865,1.0612489168102788,1
30,8.071067811865477,1.3720815280171312,1
31,14.313708498984754,2.4333304448274085,1
32,14.071067811865472,2.3920815280171306,1
0,25.142135623730933,4.274163056034259,2
1,4.414213562373095,0.7504163056034262,2
2,8.656854249492381,1.471665222413705,2
3,3.8284271247461907,0.6508326112068524,2
4,5.828427124746191,0.9908326112068525,2
5,24.72792206135784,4.203746750430834,2
6,13.899494936611658,2.362914139223982,2
7,16.07106781186547,2.73208152801713,2
8,9.65685424949238,1.6416652224137047,2
9,25.55634918610403,4.3445793616376855,2
10,4.2426406871192865,0.7212489168102788,2
11,6.2426406871192865,1.0612489168102788,2
12,20.071067811865465,3.4120815280171293,2
13,59.87005768508888,10.177909806465111,2
14,7.2426406871192865,1.2312489168102787,2
15,8.656854249492381,1.471665222413705,2
16,10.48528137423857,1.782497833620557,2
17,11.656854249492378,1.9816652224137044,2
18,10.485281374238568,1.7824978336205566,2
19,28.45584412271568,4.837493500861665,2
20,3.828427124746191,0.6508326112068525,2
21,14.828427124746188,2.520832611206852,2
22,10.242640687119282,1.741248916810278,2
23,7.656854249492382,1.301665222413705,2
24,8.82842712474619,1.5008326112068524,2
25,22.72792206135784,3.8637467504308334,2
26,12.89949493661166,2.192914139223982,2
27,25.384776310850214,4.315411972844537,2
28,15.656854249492376,2.661665222413704,2
29,10.65685424949238,1.8116652224137046,2
30,9.242640687119287,1.571248916810279,2
31,12.89949493661166,2.192914139223982,2
32,13.485281374238566,2.2924978336205566,2
33,18.071067811865472,3.0720815280171303,2
34,9.828427124746192,1.6708326112068528,2
