id,length (px),length (um)
0,16.07106781186547,2.73208152801713
1,2.414213562373095,0.4104163056034262
2,21.656854249492373,3.6816652224137036
3,19.727922061357845,3.353746750430834
4,26.384776310850214,4.4854119728445365
5,22.485281374238557,3.822497833620555
6,11.65685424949238,1.9816652224137048
7,26.384776310850214,4.4854119728445365
8,11.071067811865474,1.8820815280171306
9,17.899494936611656,3.042914139223982
10,18.556349186104033,3.1545793616376856
11,11.485281374238568,1.9524978336205567
12,23.899494936611653,4.062914139223981
13,4.414213562373095,0.7504163056034262
14,27.313708498984745,4.643330444827407
15,30.14213562373093,5.124163056034258
16,22.48528137423856,3.8224978336205555
17,48.14213562373097,8.184163056034265
18,25.72792206135784,4.373746750430834
19,21.899494936611653,3.722914139223981
20,16.899494936611656,2.872914139223982
21,24.970562748477118,4.244995667241111
22,36.38477631085024,6.185411972844542
23,15.485281374238564,2.632497833620556
24,15.828427124746188,2.690832611206852
25,19.48528137423856,3.3124978336205557
26,37.213203435596405,6.3262445840513895
27,22.48528137423856,3.8224978336205555
28,14.485281374238564,2.462497833620556
29,16.485281374238564,2.802497833620556
30,25.79898987322331,4.3858282784479625
31,31.48528137423856,5.352497833620555
32,14.313708498984752,2.433330444827408
33,19.55634918610403,3.324579361637685
34,23.899494936611653,4.062914139223981
35,24.727922061357837,4.203746750430833
36,18.313708498984752,3.113330444827408
37,23.313708498984745,3.963330444827407
38,14.071067811865468,2.3920815280171297
39,22.24264068711928,3.781248916810278
40,19.07106781186547,3.24208152801713
41,17.656854249492373,3.0016652224137035
42,10.82842712474619,1.8408326112068525
43,13.071067811865468,2.2220815280171298
44,16.07106781186547,2.73208152801713
45,16.656854249492376,2.831665222413704
46,21.899494936611653,3.722914139223981
47,13.656854249492376,2.321665222413704
48,25.727922061357845,4.373746750430834
49,25.313708498984745,4.303330444827407
50,18.43502884254439,3.1339549032325467
51,50.38477631085026,8.565411972844545
52,24.31370849898475,4.133330444827408
53,21.899494936611653,3.722914139223981
54,23.727922061357837,4.033746750430833
55,21.72792206135784,3.6937467504308334
56,20.07106781186547,3.4120815280171297
57,15.656854249492376,2.661665222413704
58,26.48528137423856,4.502497833620556
59,15.071067811865468,2.5620815280171296
60,16.24264068711928,2.761248916810278
61,15.071067811865468,2.5620815280171296
62,19.656854249492373,3.341665222413704
63,13.485281374238566,2.2924978336205566
64,18.31370849898475,3.1133304448274077
65,23.656854249492376,4.021665222413704
66,20.72792206135784,3.523746750430833
67,26.727922061357837,4.543746750430833
